GO_ID,ONTOLOGY,TERM,N,DE,P.DE,FDR,SigGenesInSet
GO:0031641,BP,regulation of myelination,37,0,0.999999999999999,1,""
GO:0031854,MF,orexigenic neuropeptide QRFP receptor binding,1,0,0.999999999999999,1,""
GO:0031856,MF,parathyroid hormone receptor binding,1,0,0.999999999999999,1,""
GO:0031857,MF,type 1 parathyroid hormone receptor binding,1,0,0.999999999999999,1,""
GO:0031890,MF,vasoactive intestinal polypeptide receptor binding,2,0,0.999999999999999,1,""
GO:0031891,MF,type 1 vasoactive intestinal polypeptide receptor binding,2,0,0.999999999999999,1,""
GO:0031892,MF,type 2 vasoactive intestinal polypeptide receptor binding,2,0,0.999999999999999,1,""
GO:0032300,CC,mismatch repair complex,8,0,0.999999999999999,1,""
GO:0032428,MF,beta-N-acetylgalactosaminidase activity,1,0,0.999999999999999,1,""
GO:0032487,BP,regulation of Rap protein signal transduction,3,0,0.999999999999999,1,""
GO:0032604,BP,granulocyte macrophage colony-stimulating factor production,16,0,0.999999999999999,1,""
GO:0032645,BP,regulation of granulocyte macrophage colony-stimulating factor production,16,0,0.999999999999999,1,""
GO:0032813,MF,tumor necrosis factor receptor superfamily binding,46,0,0.999999999999999,1,""
GO:0032936,CC,SREBP-SCAP complex,1,0,0.999999999999999,1,""
GO:0033001,CC,Fc-gamma receptor III complex,2,0,0.999999999999999,1,""
GO:0034227,BP,tRNA thio-modification,6,0,0.999999999999999,1,""
GO:0034378,BP,chylomicron assembly,3,0,0.999999999999999,1,""
GO:0034511,MF,U3 snoRNA binding,9,0,0.999999999999999,1,""
GO:0034625,BP,"fatty acid elongation, monounsaturated fatty acid",7,0,0.999999999999999,1,""
GO:0034626,BP,"fatty acid elongation, polyunsaturated fatty acid",7,0,0.999999999999999,1,""
GO:0035334,BP,"Notch receptor processing, ligand-independent",1,0,0.999999999999999,1,""
GO:0035544,BP,negative regulation of SNARE complex assembly,2,0,0.999999999999999,1,""
GO:0035748,CC,myelin sheath abaxonal region,5,0,0.999999999999999,1,""
GO:0035877,MF,death effector domain binding,4,0,0.999999999999999,1,""
GO:0035881,BP,amacrine cell differentiation,8,0,0.999999999999999,1,""
GO:0036374,MF,glutathione gamma-glutamate hydrolase,4,0,0.999999999999999,1,""
GO:0038085,MF,vascular endothelial growth factor binding,4,0,0.999999999999999,1,""
GO:0038203,BP,TORC2 signaling,20,0,0.999999999999999,1,""
GO:0040010,BP,positive regulation of growth rate,3,0,0.999999999999999,1,""
GO:0042255,BP,ribosome assembly,60,0,0.999999999999999,1,""
GO:0042396,BP,phosphagen biosynthetic process,4,0,0.999999999999999,1,""
GO:0042415,BP,norepinephrine metabolic process,7,0,0.999999999999999,1,""
GO:0042532,BP,negative regulation of tyrosine phosphorylation of STAT protein,5,0,0.999999999999999,1,""
GO:0042627,CC,chylomicron,13,0,0.999999999999999,1,""
GO:0042730,BP,fibrinolysis,26,0,0.999999999999999,1,""
GO:0042789,BP,mRNA transcription by RNA polymerase II,41,0,0.999999999999999,1,""
GO:0042824,CC,MHC class I peptide loading complex,7,0,0.999999999999999,1,""
GO:0042832,BP,defense response to protozoan,17,0,0.999999999999999,1,""
GO:0042941,BP,D-alanine transmembrane transport,1,0,0.999999999999999,1,""
GO:0042942,BP,D-serine transmembrane transport,1,0,0.999999999999999,1,""
GO:0043201,BP,response to L-leucine,15,0,0.999999999999999,1,""
GO:0043210,MF,alkanesulfonate binding,1,0,0.999999999999999,1,""
GO:0043396,BP,corticotropin-releasing hormone secretion,2,0,0.999999999999999,1,""
GO:0043397,BP,regulation of corticotropin-releasing hormone secretion,2,0,0.999999999999999,1,""
GO:0044211,BP,CTP salvage,3,0,0.999999999999999,1,""
GO:0044378,MF,"non-sequence-specific DNA binding, bending",3,0,0.999999999999999,1,""
GO:0044597,BP,daunorubicin metabolic process,9,0,0.999999999999999,1,""
GO:0045010,BP,actin nucleation,53,0,0.999999999999999,1,""
GO:0045448,BP,"mitotic cell cycle, embryonic",3,0,0.999999999999999,1,""
GO:0045454,BP,cell redox homeostasis,40,0,0.999999999999999,1,""
GO:0045686,BP,negative regulation of glial cell differentiation,16,0,0.999999999999999,1,""
GO:0045743,BP,positive regulation of fibroblast growth factor receptor signaling pathway,8,0,0.999999999999999,1,""
GO:0045862,BP,positive regulation of proteolysis,68,0,0.999999999999999,1,""
GO:0045901,BP,positive regulation of translational elongation,3,0,0.999999999999999,1,""
GO:0046135,BP,pyrimidine nucleoside catabolic process,5,0,0.999999999999999,1,""
GO:0046314,BP,phosphocreatine biosynthetic process,4,0,0.999999999999999,1,""
GO:0046316,MF,gluconokinase activity,1,0,0.999999999999999,1,""
GO:0046500,BP,S-adenosylmethionine metabolic process,11,0,0.999999999999999,1,""
GO:0046521,BP,sphingoid catabolic process,1,0,0.999999999999999,1,""
GO:0046886,BP,positive regulation of hormone biosynthetic process,11,0,0.999999999999999,1,""
GO:0046985,BP,positive regulation of hemoglobin biosynthetic process,6,0,0.999999999999999,1,""
GO:0047192,MF,1-alkylglycerophosphocholine O-acetyltransferase activity,3,0,0.999999999999999,1,""
GO:0048199,BP,"vesicle targeting, to, from or within Golgi",33,0,0.999999999999999,1,""
GO:0048339,BP,paraxial mesoderm development,2,0,0.999999999999999,1,""
GO:0048340,BP,paraxial mesoderm morphogenesis,2,0,0.999999999999999,1,""
GO:0048640,BP,negative regulation of developmental growth,61,0,0.999999999999999,1,""
GO:0050960,BP,detection of temperature stimulus involved in thermoception,1,0,0.999999999999999,1,""
GO:0051255,BP,spindle midzone assembly,12,0,0.999999999999999,1,""
GO:0051412,BP,response to corticosterone,15,0,0.999999999999999,1,""
GO:0051450,BP,myoblast proliferation,24,0,0.999999999999999,1,""
GO:0051466,BP,positive regulation of corticotropin-releasing hormone secretion,2,0,0.999999999999999,1,""
GO:0051654,BP,establishment of mitochondrion localization,24,0,0.999999999999999,1,""
GO:0051729,BP,"germline cell cycle switching, mitotic to meiotic cell cycle",2,0,0.999999999999999,1,""
GO:0051798,BP,positive regulation of hair follicle development,9,0,0.999999999999999,1,""
GO:0051881,BP,regulation of mitochondrial membrane potential,59,0,0.999999999999999,1,""
GO:0051998,MF,protein carboxyl O-methyltransferase activity,6,0,0.999999999999999,1,""
GO:0060094,BP,"positive regulation of synaptic transmission, glycinergic",1,0,0.999999999999999,1,""
GO:0060305,BP,regulation of cell diameter,1,0,0.999999999999999,1,""
GO:0060331,BP,negative regulation of response to type II interferon,7,0,0.999999999999999,1,""
GO:0060336,BP,negative regulation of type II interferon-mediated signaling pathway,7,0,0.999999999999999,1,""
GO:0060346,BP,bone trabecula formation,2,0,0.999999999999999,1,""
GO:0060413,BP,atrial septum morphogenesis,11,0,0.999999999999999,1,""
GO:0060466,BP,activation of meiosis involved in egg activation,2,0,0.999999999999999,1,""
GO:0060591,BP,chondroblast differentiation,3,0,0.999999999999999,1,""
GO:0060897,BP,neural plate regionalization,4,0,0.999999999999999,1,""
GO:0060900,BP,embryonic camera-type eye formation,9,0,0.999999999999999,1,""
GO:0060992,BP,response to fungicide,5,0,0.999999999999999,1,""
GO:0061051,BP,positive regulation of cell growth involved in cardiac muscle cell development,7,0,0.999999999999999,1,""
GO:0061187,BP,regulation of rDNA heterochromatin formation,1,0,0.999999999999999,1,""
GO:0061188,BP,negative regulation of rDNA heterochromatin formation,1,0,0.999999999999999,1,""
GO:0061797,MF,pH-gated chloride channel activity,2,0,0.999999999999999,1,""
GO:0061966,BP,establishment of left/right asymmetry,5,0,0.999999999999999,1,""
GO:0062035,BP,sensory perception of cold stimulus,1,0,0.999999999999999,1,""
GO:0070012,MF,oligopeptidase activity,2,0,0.999999999999999,1,""
GO:0070316,BP,regulation of G0 to G1 transition,32,0,0.999999999999999,1,""
GO:0070350,BP,regulation of white fat cell proliferation,3,0,0.999999999999999,1,""
GO:0070444,BP,oligodendrocyte progenitor proliferation,7,0,0.999999999999999,1,""
GO:0070560,BP,protein secretion by platelet,1,0,0.999999999999999,1,""
GO:0071275,BP,cellular response to aluminum ion,1,0,0.999999999999999,1,""
GO:0071682,CC,endocytic vesicle lumen,22,0,0.999999999999999,1,""
GO:0071722,BP,detoxification of arsenic-containing substance,1,0,0.999999999999999,1,""
GO:0071725,BP,response to triacyl bacterial lipopeptide,3,0,0.999999999999999,1,""
GO:0071727,BP,cellular response to triacyl bacterial lipopeptide,3,0,0.999999999999999,1,""
GO:0071910,BP,determination of liver left/right asymmetry,5,0,0.999999999999999,1,""
GO:0072070,BP,loop of Henle development,12,0,0.999999999999999,1,""
GO:0072086,BP,specification of loop of Henle identity,4,0,0.999999999999999,1,""
GO:0072110,BP,glomerular mesangial cell proliferation,12,0,0.999999999999999,1,""
GO:0072111,BP,cell proliferation involved in kidney development,19,0,0.999999999999999,1,""
GO:0072379,CC,ER membrane insertion complex,10,0,0.999999999999999,1,""
GO:0086010,BP,membrane depolarization during action potential,32,0,0.999999999999999,1,""
GO:0090443,CC,FAR/SIN/STRIPAK complex,16,0,0.999999999999999,1,""
GO:0097003,MF,adipokinetic hormone receptor activity,4,0,0.999999999999999,1,""
GO:0097021,BP,lymphocyte migration into lymphoid organs,9,0,0.999999999999999,1,""
GO:0097038,CC,perinuclear endoplasmic reticulum,21,0,0.999999999999999,1,""
GO:0097118,BP,neuroligin clustering involved in postsynaptic membrane assembly,3,0,0.999999999999999,1,""
GO:0097194,BP,execution phase of apoptosis,76,0,0.999999999999999,1,""
GO:0097355,BP,protein localization to heterochromatin,3,0,0.999999999999999,1,""
GO:0097471,CC,mossy fiber rosette,1,0,0.999999999999999,1,""
GO:0097528,BP,execution phase of necroptosis,2,0,0.999999999999999,1,""
GO:0098505,MF,G-rich strand telomeric DNA binding,10,0,0.999999999999999,1,""
GO:0098636,CC,protein complex involved in cell adhesion,40,0,0.999999999999999,1,""
GO:0099054,BP,presynapse assembly,39,0,0.999999999999999,1,""
GO:0099545,BP,trans-synaptic signaling by trans-synaptic complex,12,0,0.999999999999999,1,""
GO:0099578,BP,"regulation of translation at postsynapse, modulating synaptic transmission",3,0,0.999999999999999,1,""
GO:0103068,MF,leukotriene C4 gamma-glutamyl transferase activity,4,0,0.999999999999999,1,""
GO:0120169,BP,detection of cold stimulus involved in thermoception,1,0,0.999999999999999,1,""
GO:0120229,BP,protein localization to motile cilium,5,0,0.999999999999999,1,""
GO:0120547,MF,heme A synthase activity,1,0,0.999999999999999,1,""
GO:0140260,MF,mitochondrial proton-transporting ATP synthase complex binding,2,0,0.999999999999999,1,""
GO:0140663,MF,ATP-dependent FeS chaperone activity,3,0,0.999999999999999,1,""
GO:0140941,MF,histone H4K20me methyltransferase activity,5,0,0.999999999999999,1,""
GO:0140987,MF,ATP:phosphate antiporter activity,3,0,0.999999999999999,1,""
GO:0141052,MF,histone H3 demethylase activity,22,0,0.999999999999999,1,""
GO:0141058,MF,histone H4 demethylase activity,7,0,0.999999999999999,1,""
GO:0150011,BP,regulation of neuron projection arborization,14,0,0.999999999999999,1,""
GO:0160075,BP,non-canonical inflammasome complex assembly,4,0,0.999999999999999,1,""
GO:0160154,MF,tRNA pseudouridine(38/39) synthase activity,1,0,0.999999999999999,1,""
GO:1900152,BP,"negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",12,0,0.999999999999999,1,""
GO:1901074,BP,regulation of engulfment of apoptotic cell,3,0,0.999999999999999,1,""
GO:1901142,BP,insulin metabolic process,14,0,0.999999999999999,1,""
GO:1901798,BP,positive regulation of signal transduction by p53 class mediator,38,0,0.999999999999999,1,""
GO:1901836,BP,regulation of transcription of nucleolar large rRNA by RNA polymerase I,14,0,0.999999999999999,1,""
GO:1901976,BP,regulation of cell cycle checkpoint,54,0,0.999999999999999,1,""
GO:1902612,BP,regulation of anti-Mullerian hormone signaling pathway,1,0,0.999999999999999,1,""
GO:1902613,BP,negative regulation of anti-Mullerian hormone signaling pathway,1,0,0.999999999999999,1,""
GO:1902953,BP,positive regulation of ER to Golgi vesicle-mediated transport,13,0,0.999999999999999,1,""
GO:1903347,BP,negative regulation of bicellular tight junction assembly,6,0,0.999999999999999,1,""
GO:1903365,BP,regulation of fear response,11,0,0.999999999999999,1,""
GO:1903373,BP,positive regulation of endoplasmic reticulum tubular network organization,3,0,0.999999999999999,1,""
GO:1903430,BP,negative regulation of cell maturation,5,0,0.999999999999999,1,""
GO:1903840,BP,response to arsenite(3-),1,0,0.999999999999999,1,""
GO:1903841,BP,cellular response to arsenite(3-),1,0,0.999999999999999,1,""
GO:1904518,BP,protein localization to cytoplasmic microtubule plus-end,1,0,0.999999999999999,1,""
GO:1904983,BP,glycine import into mitochondrion,1,0,0.999999999999999,1,""
GO:1904995,BP,negative regulation of leukocyte adhesion to vascular endothelial cell,11,0,0.999999999999999,1,""
GO:1904996,BP,positive regulation of leukocyte adhesion to vascular endothelial cell,24,0,0.999999999999999,1,""
GO:1905244,BP,regulation of modification of synaptic structure,18,0,0.999999999999999,1,""
GO:1905364,BP,regulation of endosomal vesicle fusion,1,0,0.999999999999999,1,""
GO:1905397,BP,"activated CD8-positive, alpha-beta T cell apoptotic process",3,0,0.999999999999999,1,""
GO:1905402,BP,"regulation of activated CD8-positive, alpha-beta T cell apoptotic process",3,0,0.999999999999999,1,""
GO:1905640,BP,response to acetaldehyde,3,0,0.999999999999999,1,""
GO:1905641,BP,cellular response to acetaldehyde,3,0,0.999999999999999,1,""
GO:1905674,BP,regulation of adaptive immune memory response,2,0,0.999999999999999,1,""
GO:1905721,CC,mitotic spindle astral microtubule end,3,0,0.999999999999999,1,""
GO:1990002,MF,methylglyoxal reductase (NADPH) (acetol producing) activity,2,0,0.999999999999999,1,""
GO:1990272,MF,anti-Mullerian hormone receptor activity,1,0,0.999999999999999,1,""
GO:1990399,BP,epithelium regeneration,4,0,0.999999999999999,1,""
GO:1990682,CC,CSF1-CSF1R complex,2,0,0.999999999999999,1,""
GO:1990712,CC,HFE-transferrin receptor complex,8,0,0.999999999999999,1,""
GO:2000074,BP,regulation of type B pancreatic cell development,9,0,0.999999999999999,1,""
GO:2000292,BP,regulation of defecation,1,0,0.999999999999999,1,""
GO:2000293,BP,negative regulation of defecation,1,0,0.999999999999999,1,""
GO:2000832,BP,negative regulation of steroid hormone secretion,4,0,0.999999999999999,1,""
GO:2000847,BP,negative regulation of corticosteroid hormone secretion,4,0,0.999999999999999,1,""
GO:2001198,BP,regulation of dendritic cell differentiation,11,0,0.999999999999999,1,""
GO:2001288,BP,positive regulation of caveolin-mediated endocytosis,4,0,0.999999999999999,1,""
GO:0000271,BP,polysaccharide biosynthetic process,55,0,0.999999999999999,1,""
GO:0000715,BP,"nucleotide-excision repair, DNA damage recognition",1,0,0.999999999999999,1,""
GO:0000722,BP,telomere maintenance via recombination,15,0,0.999999999999999,1,""
GO:0000835,CC,ER ubiquitin ligase complex,7,0,0.999999999999999,1,""
GO:0001100,BP,negative regulation of exit from mitosis,1,0,0.999999999999999,1,""
GO:0001886,BP,endothelial cell morphogenesis,6,0,0.999999999999999,1,""
GO:0002080,CC,acrosomal membrane,36,0,0.999999999999999,1,""
GO:0002086,BP,diaphragm contraction,2,0,0.999999999999999,1,""
GO:0002140,CC,stereocilia tip link,1,0,0.999999999999999,1,""
GO:0002326,BP,B cell lineage commitment,2,0,0.999999999999999,1,""
GO:0002428,BP,antigen processing and presentation of peptide antigen via MHC class Ib,15,0,0.999999999999999,1,""
GO:0002519,BP,natural killer cell tolerance induction,3,0,0.999999999999999,1,""
GO:0002803,BP,positive regulation of antibacterial peptide production,2,0,0.999999999999999,1,""
GO:0002834,BP,regulation of response to tumor cell,31,0,0.999999999999999,1,""
GO:0003011,BP,involuntary skeletal muscle contraction,2,0,0.999999999999999,1,""
GO:0003097,BP,renal water transport,6,0,0.999999999999999,1,""
GO:0003128,BP,heart field specification,14,0,0.999999999999999,1,""
GO:0003185,BP,sinoatrial valve morphogenesis,1,0,0.999999999999999,1,""
GO:0003383,BP,apical constriction,2,0,0.999999999999999,1,""
GO:0003735,MF,structural constituent of ribosome,158,0,0.999999999999999,1,""
GO:0004092,MF,carnitine O-acetyltransferase activity,1,0,0.999999999999999,1,""
GO:0004505,MF,phenylalanine 4-monooxygenase activity,2,0,0.999999999999999,1,""
GO:0004569,MF,"glycoprotein endo-alpha-1,2-mannosidase activity",1,0,0.999999999999999,1,""
GO:0004571,MF,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity",7,0,0.999999999999999,1,""
GO:0004828,MF,serine-tRNA ligase activity,2,0,0.999999999999999,1,""
GO:0005004,MF,GPI-linked ephrin receptor activity,7,0,0.999999999999999,1,""
GO:0005055,MF,laminin receptor activity,4,0,0.999999999999999,1,""
GO:0005137,MF,interleukin-5 receptor binding,2,0,0.999999999999999,1,""
GO:0005140,MF,interleukin-9 receptor binding,1,0,0.999999999999999,1,""
GO:0005502,MF,11-cis retinal binding,7,0,0.999999999999999,1,""
GO:0005640,CC,nuclear outer membrane,30,0,0.999999999999999,1,""
GO:0005721,CC,pericentric heterochromatin,31,0,0.999999999999999,1,""
GO:0005740,CC,mitochondrial envelope,781,0,0.999999999999999,1,""
GO:0005766,CC,primary lysosome,146,0,0.999999999999999,1,""
GO:0005862,CC,muscle thin filament tropomyosin,4,0,0.999999999999999,1,""
GO:0005985,BP,sucrose metabolic process,1,0,0.999999999999999,1,""
GO:0006185,BP,dGDP biosynthetic process,1,0,0.999999999999999,1,""
GO:0006196,BP,AMP catabolic process,5,0,0.999999999999999,1,""
GO:0006290,BP,pyrimidine dimer repair,2,0,0.999999999999999,1,""
GO:0006434,BP,seryl-tRNA aminoacylation,2,0,0.999999999999999,1,""
GO:0006571,BP,L-tyrosine biosynthetic process,2,0,0.999999999999999,1,""
GO:0006623,BP,protein targeting to vacuole,41,0,0.999999999999999,1,""
GO:0007274,BP,neuromuscular synaptic transmission,24,0,0.999999999999999,1,""
GO:0008237,MF,metallopeptidase activity,175,0,0.999999999999999,1,""
GO:0008310,MF,single-stranded DNA 3'-5' DNA exonuclease activity,7,0,0.999999999999999,1,""
GO:0008519,MF,ammonium channel activity,9,0,0.999999999999999,1,""
GO:0008568,MF,microtubule severing ATPase activity,9,0,0.999999999999999,1,""
GO:0008897,MF,holo-[acyl-carrier-protein] synthase activity,1,0,0.999999999999999,1,""
GO:0009125,BP,nucleoside monophosphate catabolic process,19,0,0.999999999999999,1,""
GO:0009415,BP,response to water,11,0,0.999999999999999,1,""
GO:0009436,BP,glyoxylate catabolic process,3,0,0.999999999999999,1,""
GO:0010650,BP,positive regulation of cell communication by electrical coupling,3,0,0.999999999999999,1,""
GO:0014854,BP,response to inactivity,11,0,0.999999999999999,1,""
GO:0015074,BP,DNA integration,7,0,0.999999999999999,1,""
GO:0015199,MF,amino-acid betaine transmembrane transporter activity,4,0,0.999999999999999,1,""
GO:0015252,MF,proton channel activity,25,0,0.999999999999999,1,""
GO:0015842,BP,aminergic neurotransmitter loading into synaptic vesicle,2,0,0.999999999999999,1,""
GO:0015913,BP,short-chain fatty acid transmembrane transport,2,0,0.999999999999999,1,""
GO:0016045,BP,detection of bacterium,15,0,0.999999999999999,1,""
GO:0016206,MF,catechol O-methyltransferase activity,1,0,0.999999999999999,1,""
GO:0016240,BP,autophagosome membrane docking,7,0,0.999999999999999,1,""
GO:0016529,CC,sarcoplasmic reticulum,76,0,0.999999999999999,1,""
GO:0016769,MF,"transferase activity, transferring nitrogenous groups",27,0,0.999999999999999,1,""
GO:0016861,MF,"intramolecular oxidoreductase activity, interconverting aldoses and ketoses",6,0,0.999999999999999,1,""
GO:0017136,MF,"histone deacetylase activity, NAD-dependent",6,0,0.999999999999999,1,""
GO:0017151,MF,DEAD/H-box RNA helicase binding,9,0,0.999999999999999,1,""
GO:0018027,BP,peptidyl-lysine dimethylation,5,0,0.999999999999999,1,""
GO:0018105,BP,peptidyl-serine phosphorylation,61,0,0.999999999999999,1,""
GO:0018153,BP,isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine,1,0,0.999999999999999,1,""
GO:0018198,BP,peptidyl-cysteine modification,18,0,0.999999999999999,1,""
GO:0018262,BP,isopeptide cross-linking,1,0,0.999999999999999,1,""
GO:0018423,MF,protein C-terminal leucine carboxyl O-methyltransferase activity,1,0,0.999999999999999,1,""
GO:0019145,MF,aminobutyraldehyde dehydrogenase (NAD+) activity,2,0,0.999999999999999,1,""
GO:0019240,BP,citrulline biosynthetic process,4,0,0.999999999999999,1,""
GO:0019244,BP,lactate biosynthetic process from pyruvate,1,0,0.999999999999999,1,""
GO:0019265,BP,"glycine biosynthetic process, by transamination of glyoxylate",2,0,0.999999999999999,1,""
GO:0019293,BP,"L-tyrosine biosynthetic process, by oxidation of phenylalanine",2,0,0.999999999999999,1,""
GO:0019511,BP,peptidyl-proline hydroxylation,4,0,0.999999999999999,1,""
GO:0019799,MF,tubulin N-acetyltransferase activity,1,0,0.999999999999999,1,""
GO:0021896,BP,forebrain astrocyte differentiation,1,0,0.999999999999999,1,""
GO:0021897,BP,forebrain astrocyte development,1,0,0.999999999999999,1,""
GO:0022841,MF,potassium ion leak channel activity,16,0,0.999999999999999,1,""
GO:0030091,BP,protein repair,7,0,0.999999999999999,1,""
GO:0031257,CC,cell trailing edge membrane,2,0,0.999999999999999,1,""
GO:0031259,CC,uropod membrane,2,0,0.999999999999999,1,""
GO:0031645,BP,negative regulation of nervous system process,15,0,0.999999999999999,1,""
GO:0031698,MF,beta-2 adrenergic receptor binding,6,0,0.999999999999999,1,""
GO:0031714,MF,C5a anaphylatoxin chemotactic receptor binding,1,0,0.999999999999999,1,""
GO:0031715,MF,C5L2 anaphylatoxin chemotactic receptor binding,1,0,0.999999999999999,1,""
GO:0031767,MF,gastric inhibitory polypeptide receptor binding,2,0,0.999999999999999,1,""
GO:0031769,MF,glucagon receptor binding,2,0,0.999999999999999,1,""
GO:0031770,MF,growth hormone-releasing hormone receptor binding,1,0,0.999999999999999,1,""
GO:0031852,MF,mu-type opioid receptor binding,2,0,0.999999999999999,1,""
GO:0032029,MF,myosin tail binding,1,0,0.999999999999999,1,""
GO:0032053,BP,ciliary basal body organization,4,0,0.999999999999999,1,""
GO:0032207,BP,regulation of telomere maintenance via recombination,1,0,0.999999999999999,1,""
GO:0032208,BP,negative regulation of telomere maintenance via recombination,1,0,0.999999999999999,1,""
GO:0032289,BP,central nervous system myelin formation,5,0,0.999999999999999,1,""
GO:0032410,BP,negative regulation of transporter activity,18,0,0.999999999999999,1,""
GO:0032536,BP,regulation of cell projection size,8,0,0.999999999999999,1,""
GO:0032707,BP,negative regulation of interleukin-23 production,2,0,0.999999999999999,1,""
GO:0033132,BP,negative regulation of glucokinase activity,3,0,0.999999999999999,1,""
GO:0033177,CC,"proton-transporting two-sector ATPase complex, proton-transporting domain",14,0,0.999999999999999,1,""
GO:0033185,CC,dolichol-phosphate-mannose synthase complex,3,0,0.999999999999999,1,""
GO:0033563,BP,dorsal/ventral axon guidance,1,0,0.999999999999999,1,""
GO:0034398,BP,telomere tethering at nuclear periphery,5,0,0.999999999999999,1,""
GO:0034698,BP,response to gonadotropin,22,0,0.999999999999999,1,""
GO:0034979,MF,NAD-dependent protein lysine deacetylase activity,6,0,0.999999999999999,1,""
GO:0035020,BP,regulation of Rac protein signal transduction,35,0,0.999999999999999,1,""
GO:0035344,BP,hypoxanthine transport,4,0,0.999999999999999,1,""
GO:0035514,MF,DNA demethylase activity,5,0,0.999999999999999,1,""
GO:0035516,MF,broad specificity oxidative DNA demethylase activity,5,0,0.999999999999999,1,""
GO:0035525,CC,NF-kappaB p50/p65 complex,2,0,0.999999999999999,1,""
GO:0035627,BP,ceramide transport,17,0,0.999999999999999,1,""
GO:0035788,BP,cell migration involved in metanephros development,4,0,0.999999999999999,1,""
GO:0035789,BP,metanephric mesenchymal cell migration,4,0,0.999999999999999,1,""
GO:0035864,BP,response to potassium ion,18,0,0.999999999999999,1,""
GO:0035983,BP,response to trichostatin A,1,0,0.999999999999999,1,""
GO:0035984,BP,cellular response to trichostatin A,1,0,0.999999999999999,1,""
GO:0036017,BP,response to erythropoietin,10,0,0.999999999999999,1,""
GO:0036038,CC,MKS complex,13,0,0.999999999999999,1,""
GO:0036179,BP,osteoclast maturation,1,0,0.999999999999999,1,""
GO:0036219,MF,GTP diphosphatase activity,2,0,0.999999999999999,1,""
GO:0036221,MF,UTP diphosphatase activity,2,0,0.999999999999999,1,""
GO:0036507,BP,protein demannosylation,15,0,0.999999999999999,1,""
GO:0036508,BP,"protein alpha-1,2-demannosylation",15,0,0.999999999999999,1,""
GO:0038135,BP,ERBB2-ERBB4 signaling pathway,5,0,0.999999999999999,1,""
GO:0038143,CC,ERBB3:ERBB2 complex,2,0,0.999999999999999,1,""
GO:0038145,BP,macrophage colony-stimulating factor signaling pathway,7,0,0.999999999999999,1,""
GO:0038146,BP,chemokine (C-X-C motif) ligand 12 signaling pathway,7,0,0.999999999999999,1,""
GO:0038163,BP,thrombopoietin-mediated signaling pathway,7,0,0.999999999999999,1,""
GO:0042117,BP,monocyte activation,14,0,0.999999999999999,1,""
GO:0042582,CC,azurophil granule,146,0,0.999999999999999,1,""
GO:0042605,MF,peptide antigen binding,28,0,0.999999999999999,1,""
GO:0042713,BP,sperm ejaculation,3,0,0.999999999999999,1,""
GO:0043063,BP,intercellular bridge organization,1,0,0.999999999999999,1,""
GO:0043301,BP,negative regulation of leukocyte degranulation,8,0,0.999999999999999,1,""
GO:0043405,BP,regulation of MAP kinase activity,57,0,0.999999999999999,1,""
GO:0043576,BP,regulation of respiratory gaseous exchange,13,0,0.999999999999999,1,""
GO:0043896,MF,"glucan 1,6-alpha-glucosidase activity",1,0,0.999999999999999,1,""
GO:0044241,BP,lipid digestion,15,0,0.999999999999999,1,""
GO:0044273,BP,sulfur compound catabolic process,31,0,0.999999999999999,1,""
GO:0044352,CC,pinosome,9,0,0.999999999999999,1,""
GO:0044354,CC,macropinosome,9,0,0.999999999999999,1,""
GO:0044380,BP,protein localization to cytoskeleton,60,0,0.999999999999999,1,""
GO:0044508,MF,glucagon-like peptide 1 receptor activity,1,0,0.999999999999999,1,""
GO:0044727,BP,epigenetic programing of male pronucleus,3,0,0.999999999999999,1,""
GO:0044795,BP,trans-Golgi network to recycling endosome transport,1,0,0.999999999999999,1,""
GO:0045621,BP,positive regulation of lymphocyte differentiation,110,0,0.999999999999999,1,""
GO:0045933,BP,positive regulation of muscle contraction,50,0,0.999999999999999,1,CACNA2D3
GO:0046005,BP,"positive regulation of circadian sleep/wake cycle, REM sleep",1,0,0.999999999999999,1,""
GO:0046356,BP,acetyl-CoA catabolic process,4,0,0.999999999999999,1,""
GO:0046546,BP,development of primary male sexual characteristics,76,0,0.999999999999999,1,""
GO:0046711,BP,GDP biosynthetic process,1,0,0.999999999999999,1,""
GO:0046877,BP,regulation of saliva secretion,7,0,0.999999999999999,1,""
GO:0046912,MF,"acyltransferase activity, acyl groups converted into alkyl on transfer",5,0,0.999999999999999,1,""
GO:0047390,MF,glycerophosphocholine cholinephosphodiesterase activity,1,0,0.999999999999999,1,""
GO:0047801,MF,L-cysteine transaminase activity,2,0,0.999999999999999,1,""
GO:0048570,BP,notochord morphogenesis,2,0,0.999999999999999,1,""
GO:0048791,BP,calcium ion-regulated exocytosis of neurotransmitter,14,0,0.999999999999999,1,""
GO:0048842,BP,positive regulation of axon extension involved in axon guidance,7,0,0.999999999999999,1,""
GO:0050482,BP,arachidonate secretion,27,0,0.999999999999999,1,""
GO:0050699,MF,WW domain binding,24,0,0.999999999999999,1,""
GO:0050919,BP,negative chemotaxis,44,0,0.999999999999999,1,""
GO:0051354,BP,negative regulation of oxidoreductase activity,4,0,0.999999999999999,1,""
GO:0051490,BP,negative regulation of filopodium assembly,4,0,0.999999999999999,1,""
